✓  Jaffer Sadiq                                   [portrait=0.00, quality=0.34, text=0.184, face=0.17, front=0.78, out=29KB]  src=10011.jpg  →  Jaffer Sadiq.jpg
✓  Jagadeesh Prathap Bandari                      [portrait=0.00, quality=0.52, text=0.221, face=0.20, front=0.84, out=19KB]  src=10014.jpg  →  Jagadeesh Prathap Bandari.jpg
✓  Jagapathi Babu                                 [portrait=0.00, quality=0.82, text=0.240, face=0.12, front=0.72, out=410KB]  src=10005.jpg  →  Jagapathi Babu.jpg
skip Jahnavi Kapoor: no valid single-face frontal image
✓  Jaya Pradha                                    [portrait=0.00, quality=0.75, text=0.390, face=0.23, front=0.93, out=10KB]  src=10038.jpeg  →  Jaya Pradha.jpg
✓  Jaya Prakash Reddy                             [portrait=0.00, quality=0.89, text=0.092, face=0.15, front=0.77, out=358KB]  src=10001.jpg  →  Jaya Prakash Reddy.jpg
✓  Jayam Ravi                                     [portrait=0.00, quality=0.66, text=0.207, face=0.18, front=0.90, out=52KB]  src=10033.jpg  →  Jayam Ravi.jpg
✓  Jayaram                                        [portrait=0.00, quality=0.66, text=0.075, face=0.20, front=0.88, out=32KB]  src=10016.jpg  →  Jayaram.jpg
✓  Jayasudha                                      [portrait=0.00, quality=0.70, text=0.487, face=0.18, front=0.84, out=13KB]  src=10026.jpg  →  Jayasudha.jpg
✓  Jeevan Kumar                                   [portrait=0.00, quality=0.83, text=0.109, face=0.23, front=0.97, out=41KB]  src=10003.jpg  →  Jeevan Kumar.jpg
✓  Jeevitha                                       [portrait=0.00, quality=0.42, text=0.179, face=0.30, front=0.84, out=189KB]  src=10009.png  →  Jeevitha.png
✓  Jhansi                                         [portrait=0.00, quality=0.52, text=0.166, face=0.18, front=0.59, out=14KB]  src=10016.jpg  →  Jhansi.jpg
✓  Jisshu Sengupta                                [portrait=0.00, quality=0.76, text=0.286, face=0.21, front=0.92, out=26KB]  src=10024.jpg  →  Jisshu Sengupta.jpg
✓  Jyothika                                       [portrait=0.00, quality=0.51, text=0.088, face=0.22, front=0.60, out=97KB]  src=10005.jpg  →  Jyothika.jpg
✓  K Vishwanath                                   [portrait=0.00, quality=0.54, text=0.140, face=0.21, front=0.69, out=15KB]  src=10010.jpg  →  K Vishwanath.jpg
✓  KS Ravi Kumar                                  [portrait=0.00, quality=0.41, text=0.075, face=0.21, front=0.82, out=41KB]  src=10010.jpg  →  KS Ravi Kumar.jpg
✓  Kadhal Dandapani                               [portrait=0.00, quality=0.70, text=0.403, face=0.18, front=0.68, out=19KB]  src=10011.jpg  →  Kadhal Dandapani.jpg
✓  Kaikala Satyanarayan                           [portrait=0.00, quality=0.64, text=0.540, face=0.20, front=0.84, out=229KB]  src=10011.jpg  →  Kaikala Satyanarayan.jpg
✓  Kajal Aggarwal                                 [portrait=0.00, quality=0.45, text=0.112, face=0.21, front=0.41, out=28KB]  src=10031.jpg  →  Kajal Aggarwal.jpg
✓  Kalabhavan Mani                                [portrait=0.00, quality=0.40, text=0.055, face=0.27, front=0.70, out=20KB]  src=10010.jpg  →  Kalabhavan Mani.jpg
✓  Kallu Chidambaram                              [portrait=0.00, quality=0.35, text=0.108, face=0.26, front=0.97, out=17KB]  src=10007.jpg  →  Kallu Chidambaram.jpg
✓  Kalpana Rai                                    [portrait=0.00, quality=0.39, text=0.080, face=0.22, front=0.93, out=30KB]  src=10003.jpeg  →  Kalpana Rai.jpg
✓  Kalpana Rai Charcter Artist                    [portrait=0.00, quality=0.39, text=0.080, face=0.22, front=0.93, out=30KB]  src=10003.jpeg  →  Kalpana Rai Charcter Artist.jpg
✓  Kalyan Ram                                     [portrait=0.00, quality=0.70, text=0.234, face=0.30, front=0.78, out=89KB]  src=10021.jpeg  →  Kalyan Ram.jpg
✓  Kalyani Priyadarshan                           [portrait=0.00, quality=0.52, text=0.092, face=0.18, front=0.82, out=293KB]  src=10006.jpg  →  Kalyani Priyadarshan.jpg
✓  Kamal Hasan                                    [portrait=0.00, quality=0.51, text=0.009, face=0.18, front=0.84, out=289KB]  src=10001.jpg  →  Kamal Hasan.jpg
✓  Kamal Kamaraju                                 [portrait=0.00, quality=0.55, text=0.193, face=0.19, front=0.96, out=27KB]  src=10015.jpg  →  Kamal Kamaraju.jpg
✓  Karate Kalyani                                 [portrait=0.00, quality=0.46, text=0.045, face=0.18, front=0.94, out=123KB]  src=10004.jpeg  →  Karate Kalyani.jpg
✓  Karthikeya Gummakonda                          [portrait=0.00, quality=0.75, text=0.294, face=0.22, front=0.70, out=19KB]  src=10002.jpg  →  Karthikeya Gummakonda.jpg
skip Karunakaran: no valid single-face frontal image
✓  Karunakaran Actor                              [portrait=0.00, quality=0.72, text=0.207, face=0.21, front=0.86, out=40KB]  src=10011.jpg  →  Karunakaran Actor.jpg
✓  Karunas                                        [portrait=0.00, quality=0.75, text=0.152, face=0.26, front=0.74, out=306KB]  src=10007.jpg  →  Karunas.jpg
✓  Kasi Viswanath                                 [portrait=0.00, quality=0.67, text=0.390, face=0.15, front=0.90, out=14KB]  src=10010.jpeg  →  Kasi Viswanath.jpg
✓  Katrina Kaif                                   [portrait=0.00, quality=0.31, text=0.093, face=0.15, front=0.89, out=25KB]  src=10011.jpg  →  Katrina Kaif.jpg
✓  Kavya Kalyanram                                [portrait=0.00, quality=0.34, text=0.349, face=0.19, front=0.84, out=30KB]  src=10014.jpg  →  Kavya Kalyanram.jpg
✓  Kayadu Lohar                                   [portrait=0.00, quality=0.54, text=0.035, face=0.20, front=0.97, out=199KB]  src=10005.jpg  →  Kayadu Lohar.jpg
✓  Keerthi Chawla                                 [portrait=0.00, quality=0.32, text=0.134, face=0.12, front=0.90, out=71KB]  src=10012.jpg  →  Keerthi Chawla.jpg
skip Keerthy Suresh: no valid single-face frontal image
✓  Kethika Sharma                                 [portrait=0.00, quality=0.71, text=0.187, face=0.18, front=0.74, out=66KB]  src=10014.jpg  →  Kethika Sharma.jpg
